time,x,y,z,qw,qx,qy,qz
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.9999197658416582,0.0,0.012667354860579275,0.0
2.0,0.0,0.0,0.0,0.9996790762416725,0.0,0.025332677012047233,0.0
3.0,0.0,0.0,0.0,0.999277969823098,0.0,0.03799393407147796,0.0
4.0,0.0,0.0,0.0,0.9987165109508067,0.0,0.050649094308264045,0.0
5.0,0.0,0.0,0.0,0.9979947897211584,0.0,0.0632961269701449,0.0
6.0,0.0,0.0,0.0,0.9971129219475443,0.0,0.07593300260907827,0.0
7.0,0.0,0.0,0.0,0.9960710491418013,0.0,0.08855769340690219,0.0
8.0,0.0,0.0,0.0,0.994869338491505,0.0,0.10116817350073568,0.0
9.0,0.0,0.0,0.0,0.9935079828331403,0.0,0.11376241930806548,0.0
10.0,0.0,0.0,0.0,0.9919872006211585,0.0,0.12633840985146705,0.0
11.0,0.0,0.0,0.0,0.9903072358929208,0.0,0.13889412708290721,0.0
12.0,0.0,0.0,0.0,0.9884683582295393,0.0,0.15142755620757709,0.0
13.0,0.0,0.0,0.0,0.9864708627126174,0.0,0.16393668600720276,0.0
14.0,0.0,0.0,0.0,0.9843150698768981,0.0,0.17641950916278212,0.0
15.0,0.0,0.0,0.0,0.9820013256588291,0.0,0.1888740225766959,0.0
16.0,0.0,0.0,0.0,0.9795300013410502,0.0,0.20129822769414144,0.0
17.0,0.0,0.0,0.0,0.9769014934928146,0.0,0.21369013082383745,0.0
18.0,0.0,0.0,0.0,0.9741162239063519,0.0,0.22604774345794812,0.0
19.0,0.0,0.0,0.0,0.9711746395291845,0.0,0.23836908259117595,0.0
20.0,0.0,0.0,0.0,0.9680772123924056,0.0,0.2506521710389708,0.0
21.0,0.0,0.0,0.0,0.9648244395349339,0.0,0.2628950377548059,0.0
22.0,0.0,0.0,0.0,0.9614168429237546,0.0,0.2750957181464679,0.0
23.0,0.0,0.0,0.0,0.9578549693701596,0.0,0.2872522543913119,0.0
24.0,0.0,0.0,0.0,0.9541393904420022,0.0,0.29936269575043006,0.0
25.0,0.0,0.0,0.0,0.9502707023719789,0.0,0.31142509888168324,0.0
26.0,0.0,0.0,0.0,0.9462495259619517,0.0,0.32343752815154564,0.0
27.0,0.0,0.0,0.0,0.9420765064833303,0.0,0.33539805594571315,0.0
28.0,0.0,0.0,0.0,0.9377523135735262,0.0,0.34730476297842394,0.0
29.0,0.0,0.0,0.0,0.9332776411284961,0.0,0.35915573860044325,0.0
30.0,0.0,0.0,0.0,0.9286532071913954,0.0,0.37094908110566194,0.0
31.0,0.0,0.0,0.0,0.92388,0.0,0.382683,0.0
32.0,0.0,0.0,0.0,0.9286532071913958,0.0,0.37094908110566205,0.0
33.0,0.0,0.0,0.0,0.9332776411284964,0.0,0.3591557386004433,0.0
34.0,0.0,0.0,0.0,0.9377523135735262,0.0,0.34730476297842394,0.0
35.0,0.0,0.0,0.0,0.9420765064833305,0.0,0.33539805594571315,0.0
36.0,0.0,0.0,0.0,0.9462495259619516,0.0,0.3234375281515456,0.0
37.0,0.0,0.0,0.0,0.9502707023719787,0.0,0.3114250988816831,0.0
38.0,0.0,0.0,0.0,0.954139390442002,0.0,0.29936269575043,0.0
39.0,0.0,0.0,0.0,0.9578549693701595,0.0,0.28725225439131186,0.0
40.0,0.0,0.0,0.0,0.9614168429237542,0.0,0.27509571814646777,0.0
41.0,0.0,0.0,0.0,0.9648244395349337,0.0,0.2628950377548058,0.0
42.0,0.0,0.0,0.0,0.9680772123924054,0.0,0.25065217103897075,0.0
43.0,0.0,0.0,0.0,0.9711746395291843,0.0,0.2383690825911759,0.0
44.0,0.0,0.0,0.0,0.9741162239063518,0.0,0.22604774345794812,0.0
45.0,0.0,0.0,0.0,0.9769014934928144,0.0,0.2136901308238374,0.0
46.0,0.0,0.0,0.0,0.9795300013410502,0.0,0.20129822769414144,0.0
47.0,0.0,0.0,0.0,0.9820013256588291,0.0,0.1888740225766959,0.0
48.0,0.0,0.0,0.0,0.9843150698768984,0.0,0.17641950916278218,0.0
